Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
House of Earth and Blood,Sarah J. Maas,"",9781635574043,hardcover,read,2022/08/07,2023/08/08,2023/08/08,1,"",,,,,,,4.0,"I didn't hate it, but I was definitely disappointed. There's no way I would have gotten through this book if I hadn't already read and loved so much of her previous work. I worry that Maas has become too popular for her publishing to risk upsetting her by instigating on edits/revisions/rewrites that should have happened.<br><br>That being said, once I got through the first 200 pages, I did think this book was entertaining. I would definitely recommend it to anyone who likes the genre or is a fan of her other works.","",,"",No
On the Way to the Wedding,Julia Quinn,"",9780063141308,paperback,read,2023/03/21,2023/03/21,2023/03/21,1,"",,,,,,,3.0,"I’M FINALLY DONE WITH THE BRIDGERTON BOOKS! This was one of the more enjoyable for me. I found Gregory to be the most likable of the Bridgerton brothers and while Quinn’s plot was spectacularly unrealistic, the last 100 pages made for an exciting and eventful read.","",,"",No
The Wrong Way to Save Your Life: Essays,Megan Stielstra,"",9780062429209,paperback,to-read,2023/11/26,"","",0,"",,,,,,,,,"",,"",No
The Poems of Emily Dickinson: Reading Edition,"R.W. Franklin, Emily Dickinson","",9780674676244,hardcover,read,2023/03/27,2023/12/27,2023/12/27,1,"",,,,,,,5.0,,"",,"",No
The Cherry Orchard,Anton Chekhov,Laurence Senelick (Translator),9780393338164,paperback,read,2025/01/29,2025/01/29,2025/01/29,1,"",,,,,,,3.0,"The Cherry Orchard offers a glimpse into the social and economic upheaval facing the Russian landed aristocracy after the abolition of serfdom in the 1860s. Written in 1903, the play takes place just a few years before the Russian Revolution—a period of multiple uprisings and a civil war (1905–1917) that ultimately ended the Romanov dynasty and led to the establishment of a socialist government.<br><br>At its core, the play explores the decline of the aristocracy and the rise of a new middle class, illustrating how traditional power structures were being dismantled and replaced by a rapidly shifting economic reality.<br><br>Madame Ranevsky and her family cling to their ancestral home and its vast, but entirely unproductive, cherry orchard. The orchard spans thousands of acres, yet rather than adapting to the post-serfdom economy and finding the money to hire workers to harvest it, for years the family has simply lets the fruit fall to the ground and rot. Now, facing financial ruin, they can no longer afford the interest on the property, and it is set to be auctioned off.<br><br>Instead of accepting a practical solution—cutting down the orchard and parceling out the land for rent—Ranevsky is too nostalgic for her happy childhood in the orchard and refuses to take action at the expense of her past happiness. refuses to let go of her childhood memories. Though unstated, her reluctance may also be tied to the identity of the potential renters—members of the newly emerging middle class. By allowing the estate to be divided, she would be conceding power to the very people reshaping Russian society. The orchard then serves to represents the past &amp; the deep resistance the aristocracy have to the changes sweeping Russia.<br><br>But nothing is permanent in life except change. In the end, it is Lopakhin—the son of a former serf who once worked on Ranevsky’s land—who purchases the estate. Now a wealthy merchant and part of this new middle class, he wastes no time cutting down the orchard to develop the land.<br><br>Beyond class struggles, The Cherry Orchard also examines how social change impacts individuals at every level of society. The play does not just depict the aristocracy’s downfall but also explores the precarious position of the working class. Servants like Firs, who longs for the days of serfdom, and Dunyasha, who desperately tries to imitate the nobility, reveal how many lower-class individuals were just as unprepared for this new social order. Even Lopakhin, despite his financial success, remains emotionally adrift, unable to fully escape the legacy of his peasant upbringing and denying himself the marriage he wants with Varya because of her membership in the Ranevsky family.<br><br>By portraying the struggles of characters across different social classes, Chekhov suggests that progress, while necessary, is rarely painless—it often leaves people feeling unmoored in its wake.<br><br>-----------<br><br>While reading about this play, I learned about a storytelling concept called Chekhov’s Gun—a narrative principle where an element initially seems insignificant but later proves crucial. It suggests that if a detail is introduced in a story—an object, a character trait, a backstory, an allergy—it should serve a purpose later on. Chekhov’s Gun encourages writers to avoid misleading their audience with details that never pay off. Ironically, The Cherry Orchard breaks this very rule. A gun is introduced in the play, yet it is never fired.","",,"",No
Bleak House,Charles Dickens,Nicola Bradbury (Contributor),9780141198354,hardcover,to-read,2023/11/11,"","",0,"",,,,,,,,,"",,"",No
It's in His Kiss,Julia Quinn,"",9780063141292,paperback,read,2023/01/13,2023/01/13,2023/01/13,1,"",,,,,,,2.0,I saw another reviewer write “I’m going to choke down every Bridgerton book until it kills me”… That is how I feel at this point in the series. One more book left and then I can be done!,"",,"",No
Persuasion,Jane Austen,"Gillian Beer (Contributor), Coralie Bickford-Smith (Illustrator)",9780141197692,hardcover,read,2023/09/24,2023/09/24,2023/09/24,1,"",,,,,,,4.0,This is what I expected a Jane Austen book to be before I had read any Jane Austen. Romantic and approachable this is the type of book one could call a comfort read. It is the happy cousin of Bronte’s Wurthering Heights.<br><br>I’ve been working my way through many of the “classics” this year and while I have loved many of them each book has had sections that I motivate myself to push through because the book was regarded as a classic and I am trying to be more well read. There is just something about “Persuasion” that makes it feel less academic then other classics. “Persuasion” is a novel unique in the sense that I think a 2023 reader could pick up and enjoy without needing any additional motivation.,"",,"",No
The Custom of the Country,Edith Wharton,"",9780143039709,paperback,read,2025/06/29,2025/09/07,2025/09/07,1,"",,,,,,,4.0,"A few years ago Apple TV announced an adaptation of The Custom of the Country with Sofia Coppola directing and Florence Pugh rumored to star as Undine Spragg: the novel’s audacious social-climbing heroine, a kind of Gilded Age Kardashian. Wharton’s narration captures her perfectly in lines like, “If only everyone would do as she wished she would never be unreasonable” and “it was always hard to make her see why circumstances could not be bent to her wishes.”<br><br>The project was eventually dropped. Audiences rarely object to an unlikeable male hero, but an unlikeable female heroine on a big-budget stage is another story.<br><br>I’ve read most of Wharton’s major works by now, and I’d place her in the very highest tier of writers. She’s still under-recognized for how extraordinary she is as a cultural anthropologist and how modern her characters feel.<br><br>In her autobiography, Wharton notes that Darwin was a major influence. It makes sense: so much of the novel is about ambition, survival, and the ruthless pecking order of Gilded Age New York.<br><br>Undine Spragg (initials U.S., not by accident) carries a name heavy with meaning. She is christened after her grandfather’s most profitable invention, a hair-waving machine that points to her fixation on appearances and the admiration of others. At the same time, “Undine” recalls the water sprite who must marry a mortal to gain a soul. Wharton weaves all this into a character who perfectly embodies the American capitalist consumer: restless, acquisitive, never satisfied, always reaching.<br><br>It is easy to dislike Undine. Yet what makes her harder to embrace than other famous literary anti-heroines, like Becky Sharp, is the very approachability of her desires and methods. She reflects not grand villainy but the quieter, more familiar ambitions of American womanhood.<br><br>Take Becky Sharp in Vanity Fair. Becky is witty, ruthless, and willing to do anything—lie, cheat, steal, perhaps even kill—if it gets her closer to power. Her brazenness is what makes her entertaining. We can watch her with a mix of horror and delight, secure in the belief that we are either too moral or not clever enough to ever behave as she does.<br><br>Undine, by contrast, is better behaved. With each marriage she makes a sincere effort to meet her husband’s expectations, at least for a time. And despite her unhappy unions and the attention she receives from other admirers, she never strays (at least not on her side). Her great “sin” is quieter: she longs for new clothes, fresh admiration, higher social standing, new people to talk to, and the thrill of being in a crowd. When novelty fades, she grows restless and reaches for the next thing. None of these desires are shocking, and that is precisely the point. They are the kinds of longings many of us might quietly share, and Undine pursues them in ways not so different from what we might do if presented with the same opportunities.<br><br>If Becky is relentless, Undine is restless. That restlessness makes her harder to watch, because it feels too close to home. She is a mirror we would rather turn away from, even as we catch our own reflection in her surface.<blockquote>”She had everything she wanted, but she still felt, at times, that there were other things she might want if she knew about them.”</blockquote><br><br>Undine’s hunger is uncomfortably modern. She is the ancestor of the influencer: forever performing, forever wanting. We may scorn her just as we scorn those who live their lives online, but many of us would trade places with them in an instant. Perhaps that is the real “custom of the country.” What makes Undine unbearable is not that she is alien to us, but that she is far too familiar.","",,"",No
Mansfield Park,Jane Austen,"",9780141197708,hardcover,to-read,2023/10/23,"","",0,"",,,,,,,,,"",,"",No
These Precious Days,Ann Patchett,"",9780063092785,hardcover,read,2024/10/17,2024/10/25,2024/10/25,1,"",,,,,,,3.0,"Good essay/short story collection! I hadn’t read anything by Ann Pachett before this, but I will be adding Tom Lake &amp; Dutch House to my reading list! Already ordered Dutch House - there’s an essay about choosing/commissioning the cover art that contributed to an impulsive 2am amazon purchase.<br><br>On a mostly unrelated note, I think my next read will be “Love in the Time of Cholera” (a book I lugged around all summer but never actually opened). I feel like the universe has been is sending me signs to read it.","",,"",No
Wordslut: A Feminist Guide to Taking Back the English Language,Amanda Montell,"",9780062868879,hardcover,to-read,2022/08/14,"","",0,"",,,,,,,,,"",,"",No
Alice's Adventures in Wonderland,Lewis Carroll,"",9780007350827,paperback,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
Normal People,Sally Rooney,"",9781984822178,hardcover,read,2022/07/26,2022/07/30,2022/07/30,1,"",,,,,,,3.0,People are difficult to understand. Why do we do the things that we do &amp; attach ourselves to the people we attach ourselves to? This book doesn’t have much of a plot line other than to explore (and make no attempt to answer) those questions.,"",,"",No
The Return of the Light: Twelve Tales from Around the World for the Winter Solstice,Carolyn McVickar Edwards,"",,paperback,read,2026/01/02,2025/12/21,2025/12/21,1,"",,,,,,,,,"",,"",No
Algorithms to Live by: The Computer Science of Human Decisions,"Tom Griffiths, Brian Christian","",9781627790369,hardcover,to-read,2022/08/07,"","",0,"",,,,,,,,,"",,"",No
The Little Prince,Antoine de Saint-Exupéry,Richard Howard (Translator),9780152023980,hardcover,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
Harlem Shuffle,Colson Whitehead,"",9780385545136,hardcover,to-read,2022/08/14,"","",0,"",,,,,,,,,"",,"",No
The Age of Innocence,Edith Wharton,"",9781784878061,paperback,read,2023/10/23,2024/02/22,2024/02/22,1,"",,,,,,,4.0,This is the “pulitzer prize winning” / “classic literature” version of Daisy Jones and the Six. I am a big fan of Edith Wharton and enjoy how fresh and relevant her writing feels even after 100 years.,"",,"",No
Norman Bel Geddes Designs America,Donald Albrecht,"",9781419702990,hardcover,read,2023/03/13,2024/12/27,2024/12/27,1,"",,,,,,,4.0,"A few years ago, me and two friends lived in a teeny-tiny 3 bedroom apartment. My bedroom was so small, that I decided I’d get a twin bed so that I could have a desk and some breathing room in the space.<br><br>My mom and I went to a local industrial salvage store in search of a bed frame. The store had a few options—mostly vintage wooden frames that were beautiful and reasonably priced (around $50). But then, I spotted a matching pair of minimalist yellow steel bed frames. They were a couple chips, dents, and some rust spots, yet the asking price was a steep $245 each. I was intrigued.<br><br>The description claimed they were “Norman Bel Geddes for Simmons Company” and suggested they were around 100 years old, likely used as hospital beds. My mom thought buying a hospital bed might be bad luck, but after Googling Bel Geddes for an hour or so, I concluded these frames <i>probably</i> weren’t from a hospital.<br><br>The deeper I dug into Bel Geddes, the more fascinated I became. It turned out he didn’t just design furniture—he had a hand in everything: Broadway theater sets, appliances, automobiles, even the U.S. interstate highway system. His influence on American design during the 1920s and ’30s was profound. He was a pioneer of “streamlining,” shaping the modern, futuristic vision of America. <br><br>Why had I never heard of him before?  His most influential work was often ephemeral, like the ""Futurama"" exhibition, and he didn't establish a successor firm after closing his office, leaving his legacy less cemented; some of his more ambitious design were not able to get funding due to the Great Depression followed by the war effort; and his posthumous autobiography is less focused on cementing his legacy of broad industrial design and future-oriented vision and instead focused primarily on his theater designs.<br><br>I was hooked. I happily forked over $245 for the bed frame (seemed worth it to own a piece of design history) feeling a bit of guilt about separating the pair that had likely been together for almost a century.<br><br>I then followed this expensive purchase up by spending $80 on a used copy of this book which appeared to be one of the only print sources of info on Bel Geddes and by far the most comprehensive. The book turned out to be amazing. It’s packed with great essays and beautiful photos. Here are a few highlights:<br><br>• <b>Futurama:</b> Bel Geddes designed the General Motors exhibit for the 1939 World’s Fair, which introduced the American public to the concept of the interstate highway system. This exhibit directly influenced the passage of the 1944 Federal-Aid Highway Act and was the most attended attraction at any world’s fair - a record it retained for 20 years until the attendance of “Futurama II” set the new record in 1964. <br><br>• <b>The Mark I Computer:</b> Bel Geddes designed the case for IBM’s Mark I computer, which was presented to Harvard during World War II. At the time, some criticized the project as a waste of resources, but it later became an iconic part of computing history.<br><br>• <b>Aerial Restaurant:</b> For the 1933-34 Chicago World’s Fair, Bel Geddes designed an aerial restaurant—a rotating steel, aluminum, and glass structure that would have offered diners panoramic views of the fairgrounds and the city. Unfortunately, due to the economic downturn after the 1929 crash, it wasn’t built. Still, the design clearly influenced later structures like the Seattle Space Needle.<br><br>• <b>The Origin of “Bel Geddes”:</b> The “Bel” in Norman Bel Geddes is actually the maiden name of his first wife. They published a zine under the name “Bel Geddes,” and the name stuck. Over the course of his life, Bel Geddes had four marriages, but retained the Bel Geddes name for his entire career.<br><br>While my wallet might not have been thrilled about my Bel Geddes rabbit hole, I do love the bed frame and all the design history I learned along the way. Plus, I’ve yet to experience any strange phenomena that would suggest it was ever used as a hospital bed in a previous life.<br><br>Imagine my surprise, then, when eight months later, the price of the second frame was marked down to $60. Apparently, I was the only one who understood the Bel Geddes connection.<br><br>Naturally, I couldn’t resist. I went back and bought the matching frame. Now, the two frames are reunited, and I’ve got a piece of design history (this time at a much more reasonable price). When I went up to the cashier to check out, she confided that she thought the frame would never sell. Turns out, I was the only person who <i>did</i> see the value in the piece.","",,coffee-table,No
Yellowface,R.F. Kuang,Helen Laser (Narrator),9780063250864,audio,read,2025/11/26,2025/11/26,2025/11/26,1,"",,,,,,,3.0,"It was fun &amp; entertaining! This was my first book from R.F. Kuang and given all the praise I've read about her, I think maybe I was expecting a bit more from this, but I'm excited to check out some of her other works. As far as <i>Yellowface</i> goes, I think there were parts of it that felt too ""of the times"" to be a novel that endures long beyond the current praise. I also think it might have been stronger without the last 20%.","",,"",No
Stephen Shore: Survey,"","",9781597113090,hardcover,to-read,2023/09/19,"","",0,"",,,,,,,,,"",,coffee-table,No
From Here to the Great Unknown,"Lisa Marie Presley, Riley Keough","",9780593733899,digital,read,2024/10/11,2025/11/12,2025/11/12,1,"",,,,,,,5.0,"I listened to the audiobook! It was great, narrated by Riley Keough and Julia Roberts, with clips of Lisa Marie Presley woven throughout. Riley Keough is Lisa Marie’s eldest daughter, and her narration gives the memoir an interesting multigenerational dimension. In completing the memoir for her mother, Riley is able to beautifully blend three portraits at once: Elvis as a father through Lisa Marie’s memories, Lisa Marie in her own words, and Lisa Marie as a mother and grandmother through Riley’s eyes.<br><br>There were so many things I had no idea about: Lisa Marie’s relationship with her dad, her struggles with addiction, her wild and rebellious years, and her marriage to Michael Jackson.<br><br>The memoir feels very honest. It is not “relatable,” but it paints an interesting picture of the unique emotional cost that extreme fame can have on a family. Lisa Marie illustrates how overwhelming it was to be Elvis’s daughter, or to grieve him when the whole world was watching. Living in Elvis’s shadow filled her life with pressure and uncertainty. She wanted real connection but often felt too shy or unsure to trust that people cared about her for the right reasons. The result is a touching portrait of a complicated, sensitive person trying to find her place in a world that never felt normal.","",,"",No
"To Sir Phillip, With Love",Julia Quinn,"",9780349429465,paperback,read,2023/01/16,2023/01/16,2023/01/16,1,"",,,,,,,1.0,This was probably one of my least favorites in the series.,"",,"",No
Iron Flame,Rebecca Yarros,"",9781649374172,hardcover,read,2023/09/01,2023/11/07,2023/11/07,1,"",,,,,,,4.0,"A little predictable, but entertaining nonetheless. The writing was definitely a step down from Fourth Wing, but Yarros delivers an engaging story with so many hints of what’s to come that it’s hard not to theorize about the next installment weeks after putting this down.","",,"",No
Daisy Jones & The Six,Taylor Jenkins Reid,"",9781524798628,hardcover,read,2023/03/17,2023/03/19,2023/03/19,1,"",,,,,,,4.0,A breezy book with a fun format. This book has some great lines &amp; is one of the few books where I think the audiobook would be even better than the print version.,"",,"",No
Sapiens: A Brief History of Humankind,Yuval Noah Harari,Bill Burton (Narrator),"",audio,to-read,2022/07/26,"","",0,"",,,,,,,,,"",,"",No
Fourth Wing,Rebecca Yarros,"",9781649374042,hardcover,read,2023/09/01,2023/10/27,2023/10/27,1,"",,,,,,,5.0,"Fun, silly, sexy - 5 stars for entertainment value","",,"",No
The Library Book,Susan Orlean,"",9781476740188,hardcover,read,2022/08/07,2023/08/14,2023/08/14,1,"",,,,,,,2.0,"DNF - Orlean is a brilliant writer. This book was beautiful written and thoughtfully researched. That being said, I could not finish it and had a really hard getting through the 130 pages I did read. I enjoyed each chapter I read but there was never anything that made me eager to read the next chapter. <br><br>I was really interested in the story of the fire but there were so many detours to explore historical aspects of the LA public library and so many separate characters and narrative threads that distracted from the elements of the book I was interested in.","",,"",No
"Girl, Woman, Other",Bernardine Evaristo,"",9780241364901,hardcover,read,2025/01/03,2025/01/08,2025/01/08,1,"",,,,,,,2.0,"DNF @ 60%<br><br>Girl, Woman, Other just wasn’t for me. It’s obviously an important book—it won the Booker Prize, after all—and I can see why it resonates with so many people. <br><br>The format of the book (minimal punctuation, every new idea on a new line -almost like reading 450 pages of slam poetry) was really a struggle for me which definitely contributed to my lack of enjoyment. <br><br>The novel tells the life stories of 12 different women in contemporary Britain, most of whom come from socioeconomic backgrounds often overlooked in literature. <br><br>These women come from all walks of life—immigrants, daughters of immigrants, artists, teachers, widows, single mothers, social climbers, and survivors of abuse. They’re cleaning women, vice presidents, students, dropouts, grandmothers, and more. They’re navigating sexism, racism, and so many other challenges while trying to carve out their own unique lives.<br><br>The intention of the novel is obviously to give readers a chance to reflect on how complicated and multidimensional people’s lives are—even the ones you might not pay attention to. And in that way, it’s powerful. But I think the vignettes come up a little short in making each of the women feel “real”. There were too many cliques and not quite enough depth. <br><br>It’s possible that if the style/structure was different for each person, it might have been more interesting, but as it was I had a really hard time not blending the characters together in my head.","",,"",No
When He Was Wicked,Julia Quinn,"","",digital,read,2023/01/08,2023/01/10,2023/01/10,1,"",,,,,,,3.0,"Francesca was, surprising, the most likable Bridgeton sibling. This was probably my favorite of the 8.","",,"",No
The Prince,Niccolò Machiavelli,Tim Parks (Translator),9780141395876,hardcover,read,2023/10/26,2023/11/15,2023/11/15,1,"",,,,,,,5.0,"“Whatever our interpretation of his intentions, one reaction that Machiavelli never seems to provoke is indifference. Reading ‘The Prince’ it is impossible not to engage with the disturbing notion that politics cannot be governed by the ethical codes that most of us seek to observe in our ordinary lives. And however we react to this idea, once we have closed the book it will be very hard to go on thinking of our own leaders in quite the same way as we did before.”<br><br>“The Prince” is a must read. I thought Tim Park’s did an outstanding job translating (and introducing) this book for a modern audience.","",,"",No
The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"",9781501139239,hardcover,to-read,2022/08/07,"","",0,"",,,,,,,,,"",,"",No
Throne of Glass,Sarah J. Maas,"",9781639730940,hardcover,read,2023/09/01,"","",1,"",,,,,,,,,"",,"",No
The War of the Worlds,H.G. Wells,"",9780241382707,hardcover,read,2023/04/21,2023/08/14,2023/08/14,1,"",,,,,,,3.0,"One of my favorite parts of this book was the contextual juxtaposition of the book’s 125 year old plot (i.e. aliens from mars look to escape their cooling planet by overtaking earth) and my knowledge of modern day innovation (i.e. humans working towards escaping global warming by colonizing mars). <br><br>Written in 1897, The War of the Worlds is one of the earliest stories about mankind and aliens. Many consider this book to be the inception of the science fiction genre. It is indeed the kernel and the seed of all the later tales of extraterrestrial invasion and tropes of apocalyptic destruction. <br><br>Some twenty years later, Wells's story comes to life in the form of World War I. While humans are pitted against each other rather than extraterrestrial invaders we see a technological arsenal not unlike that of the Martians (cf. mechanised artillery, chemical warfare, surgical strikes).<br><br>While at times I found this book hard to get through, I really enjoyed how Wells gives just as much attention to the ways in which people react to crisis as the Martians' actions themselves. The plot was much less excited to me as a reader in 2023 (who has seen this trope evolve into more exciting forms in pop culture) than it would have likely been to a 19th century reader. However, I thought the critiques of colonialism, religious hypocrisy, and humans treatment of animals were well done.","",,"",No
Dickens and Prince: A Particular Kind of Genius,Nick Hornby,"",9780593541821,hardcover,read,2023/05/20,2023/05/20,2023/05/20,1,"",,,,,,,1.0,While entertaining and easy enough to read in one sitting (I was able to start and finish the book on a cross country flight) the comparison of Dickens and Prince is a little bit of a stretch. Before starting this book I knew little about the biographical history of either Dickens or Prince and wish there was more than a thumbnail description of each as individuals rather than reaching for somewhat generic comparisons.,"",,"",No
The House of Mirth,Edith Wharton,Hermione Lee (Contributor),9780141199023,paperback,read,2024/09/04,2024/09/22,2024/09/22,1,"",,,,,,,5.0,I don’t know if this is 4 stars of 5… I really liked it.,"",,"",No
Frankenstein,Mary Shelley,"Maurice Hindle (Contributor), John William Polidori (Contributor), Lord Byron (Contributor)",9780141393391,hardcover,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
The Husbands,Holly Gramazio,"",9780385550611,hardcover,read,2025/02/01,2025/02/03,2025/02/03,1,"",,,,,,,3.0,"This book has a super awesome premise and a somewhat unfulfilling execution (but maybe that's the point?). The story revolves around Lauren, who returns home one evening to find her husband Michael waiting for her. The catch? She's not married. Things get even stranger when Michael heads to the attic to change a lightbulb, only for a completely new husband to descend. <br><br>Lauren discovers her attic has a magical quality: an endless supply of husbands. Swapping them out is as easy as swiping left on a dating app. Some are immediate rejections, while others linger before ultimately being sent back up.<br><br>The paradox of choice (sometimes called the ice cream dilemma) is the idea that while a handful of choices can make us feel empowered, too many choices can leave us stressed and unsatisfied. With limitless options we become bogged down in finding that perfect one. We also risk becoming obsessed with missed opportunities. That means that even if the choice we picked was great, we still worry that there may have been something even better out there.<br><br>With a seemingly infinite roster of potential partners, Lauren becomes ensnared in the pursuit of perfection, haunted by the fear of missing out on ""the one"". Whenever there's a flicker of discontent — why not see who is next?<br><br>Last week, a Bill Gates interview went viral where he revealed his biggest regret in life: his divorce from Melinda French Gates. Despite having what I'd assume is a myriad of dating options, it's impossible for anyone new to see him outside the context of being the Bill Gates. There's something profound and special about knowing different versions of a person as they grow—relationships are built on shared history. No matter how ""perfect"" his next partner might be, nothing can replace the 30+ years of memories and experiences he shared with Melinda.<br><br>I thought this was a really interesting details of <i>The Husbands</i> as Lauren meets each new husband without any memory of their relationship. Sometimes they've been married for six months, other times six years, and she has to rely on scrolling through photos of dates, vacations, and weddings to piece together what their relationship looks like.<br><br>Even if Lauren stumbled upon the ""perfect husband,"" would she recognize him without the context of their shared history? Would she be happier choosing someone and building a life—creating that history—rather than constantly starting over with a new husband each month, even if the next one is theoretically ""better""?","",,"",No
Cezanne,Meyer Schapiro,"",9780810910430,hardcover,read,2024/11/04,2024/11/03,2024/11/03,1,"",,,,,,,3.0,"Lately, I’ve been thinking a lot about the creative process, the concept of what it means for something to be “finished,” and how easily we can feel burnt out in a social media driven world that constantly demands “finished” content, whether that’s a set in stone opinion, a polished personal style or a cohesive Instagram aesthetic. <br><br>This focus on the end product can easily cause us to overlook the journey of creativity itself.<br><br>Cézanne’s body of work serves as a powerful reminder to slow down and appreciate the beauty inherent in the process. He made his creative process visible, shifting the focus from merely rendering objects to showcasing the exploration and ongoing study that went into his work. Through his paintings, he invites us to join him in his process, the painting often present as if Cézanne is still actively engaged in the act of creation, with us the viewer right next to him. No matter how “finished” a Cezanne painting may appear, it feels alive and in conversation with us. <br><br>If Cézanne, who can be considered one of the greatest painters of all time, got there by being candid about creative process, why shouldn’t we?<br><br>On the book itself - it’s a decent survey of Cézanne and the prints are great quality.","",,"",No
The Giver,Lois Lowry,"",9780385732550,paperback,to-read,2023/09/01,"","",0,"",,,,,,,,,"",,"",No
The Sweetness of Water,Nathan Harris,"",9780316461276,hardcover,to-read,2022/08/14,"","",0,"",,,,,,,,,"",,"",No
The Time Machine,H.G. Wells,"","",audio,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,"",9781524731663,digital,read,2022/07/26,2022/04/11,2022/04/11,1,"",,,,,,,4.0,,"",,"",No
Alice's Adventures in Wonderland and Through the Looking Glass and What Alice Found There,Lewis Carroll,"",9780141192468,hardcover,to-read,2023/09/02,"","",0,"",,,,,,,,,"",,"",No
A Court of Silver Flames,Sarah J. Maas,"",9781681196282,hardcover,read,2023/09/01,2024/11/22,2024/11/22,1,"",,,,,,,3.0,"I'm a reluctant hater of this book... but also a bit of a hypocrite, because who rereads a 750-page book they didn't like?<br><br>Anyway, I think I first read this the summer after it came out, but I had forgotten the ENTIRE plot. I've seen so many people online reading SJM lately, and like everyone else, I'm impatiently waiting for the ACOTAR#6 announcement. So, when my power and internet were out for the past two days, and this was downloaded on my Kindle, I decided to reread it.<br><br>Was I entertained? Yes.<br><br>Do I wish SJM had written it as a YA book instead? VERY STRONG YES.<br><br>Will I read whatever she publishes in the future and probably complain about it? Absolutely.<br><br>Honestly, I'm jealous of all the newer SJM readers. I'm almost certain I would have liked this more if I hadn't been nearly **10 years** into reading this series. I read the first book the summer before I started high school and have patiently waited for and pre-ordered every book since. I’ve spent so long loving and imagining these characters—especially all the side characters like Cassian, Azriel, etc.—that I don’t really like when the ""blanks"" are filled in.<br><br>In romance books, the female main character is often left kind of vague, presumably so you, the reader, can project yourself into the role. I think this is also something that makes side characters so appealing: I loved casting them myself. So, when I read this and discover that one of Cassian's main personality traits is ""horny,"" and the book is full of swearing and graphic (and, in my opinion, very cringey) sex, my inner-14-year-old heart that first fell in love with these characters breaks a little.","",,"",No
The Ballad of Songbirds and Snakes,Suzanne Collins,"",9781338635171,hardcover,to-read,2023/11/30,"","",0,"",,,,,,,,,"",,"",No
